Order Date	Order ID	Quantity	Customer Name	Segment	Product Name	Category	Manufacturer	City	State	Region	Ship Date	Ship Mode	Discount	Profit	Profit Ratio	Sales
12/19/2015	CA-2016-106978	1	Zuschuss Carroll	Consumer	#10 White Business Envelopes,4 1/8 x 9 1/2	Office Supplies	Other	Aurora	Colorado	West	12/23/2015	Standard Class	20.00%	$4.00	34.00%	$13.00
12/19/2015	CA-2016-107020	2	Mike Vittorini	Consumer	Large Capacity Hanging Post Binders	Office Supplies	Other	San Bernardino	California	West	12/29/2015	Standard Class	20.00%	$13.00	33.00%	$40.00
12/19/2015	CA-2016-107083	2	Brenda Bowman	Corporate	Storex DuraTech Recycled Plastic Frosted Binders	Office Supplies	Storex	Fort Worth	Texas	Central	12/27/2015	Standard Class	80.00%	-$3.00	-150.00%	$2.00
12/20/2015	CA-2016-107083	2	Brenda Bowman	Corporate	Eldon Spacemaker Box, Quick-Snap Lid, Clear	Office Supplies	Eldon	Fort Worth	Texas	Central	12/27/2015	Standard Class	20.00%	$1.00	14.00%	$5.00
12/20/2015	CA-2016-107083	5	Brenda Bowman	Corporate	Cardinal Hold-It CD Pocket	Office Supplies	Cardinal	Fort Worth	Texas	Central	12/27/2015	Standard Class	80.00%	-$13.00	-165.00%	$8.00
12/20/2015	CA-2016-107083	3	Brenda Bowman	Corporate	Kensington 6 Outlet SmartSocket Surge Protector	Office Supplies	Kensington	Fort Worth	Texas	Central	12/27/2015	Standard Class	80.00%	-$68.00	-275.00%	$25.00
12/20/2015	CA-2016-107468	2	Michael Kennedy	Corporate	Newell 320	Office Supplies	Newell	Louisville	Colorado	West	1/1/2016	Standard Class	20.00%	$1.00	9.00%	$7.00
12/20/2015	CA-2016-107678	3	Juliana Krohn	Consumer	Wilson Jones Hanging View Binder, White, 1"	Office Supplies	Wilson Jones	Louisville	Kentucky	South	12/29/2015	Standard Class	0.00%	$10.00	46.00%	$21.00
12/20/2015	CA-2016-107678	2	Juliana Krohn	Consumer	Global Deluxe Office Fabric Chairs	Furniture	Global	Louisville	Kentucky	South	12/29/2015	Standard Class	0.00%	$52.00	27.00%	$192.00
12/20/2015	CA-2016-107678	3	Juliana Krohn	Consumer	Tenex "The Solids" Textured Chair Mats	Furniture	Tenex	Louisville	Kentucky	South	12/29/2015	Standard Class	0.00%	$36.00	17.00%	$210.00
12/20/2015	CA-2016-107678	5	Juliana Krohn	Consumer	Jabra SPEAK 410	Technology	Jabra	Louisville	Kentucky	South	12/29/2015	Standard Class	0.00%	$132.00	28.00%	$470.00
12/20/2015	CA-2016-107685	4	John Murray	Consumer	Xerox 1997	Office Supplies	Xerox	Las Vegas	Nevada	West	12/26/2015	Second Class	0.00%	$12.00	48.00%	$26.00
12/20/2015	CA-2016-107685	4	John Murray	Consumer	DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size	Furniture	DAX	Las Vegas	Nevada	West	12/26/2015	Second Class	0.00%	$29.00	36.00%	$81.00
12/20/2015	CA-2016-107741	1	Fred Chung	Corporate	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	Office Supplies	Dixon	Pueblo	Colorado	West	12/22/2015	First Class	20.00%	$1.00	26.00%	$3.00
12/20/2015	CA-2016-107902	11	Suzanne McNair	Corporate	SAFCO Mobile Desk Side File, Wire Frame	Office Supplies	SAFCO	Fairfield	Connecticut	East	12/31/2015	Standard Class	0.00%	$122.00	26.00%	$470.00
12/20/2015	CA-2016-107937	6	Julia Barnett	Home Office	Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle	Furniture	Other	Chula Vista	California	West	12/25/2015	Standard Class	0.00%	$107.00	16.00%	$666.00
12/20/2015	CA-2016-108119	2	MaryBeth Skach	Consumer	Iceberg OfficeWorks 42" Round Tables	Furniture	Iceberg	Conway	Arkansas	South	12/27/2015	Standard Class	0.00%	$45.00	15.00%	$302.00
12/20/2015	CA-2016-108259	1	Noel Staavos	Corporate	Eldon Wave Desk Accessories	Furniture	Eldon	Jacksonville	North Carolina	South	12/26/2015	Standard Class	20.00%	$1.00	30.00%	$5.00
12/20/2015	CA-2016-108259	1	Noel Staavos	Corporate	Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White	Office Supplies	Other	Jacksonville	North Carolina	South	12/26/2015	Standard Class	20.00%	$2.00	33.00%	$5.00
12/20/2015	CA-2016-108259	11	Noel Staavos	Corporate	OIC Binder Clips	Office Supplies	Other	Jacksonville	North Carolina	South	12/26/2015	Standard Class	20.00%	$12.00	38.00%	$32.00
12/20/2015	CA-2016-108259	7	Noel Staavos	Corporate	Poly Designer Cover & Back	Office Supplies	Poly	Jacksonville	North Carolina	South	12/26/2015	Standard Class	70.00%	-$29.00	-73.00%	$40.00
12/20/2015	CA-2016-108532	7	Chad Cunningham	Home Office	Logitech Desktop MK120 Mouse and keyboard Combo	Technology	Logitech	Detroit	Michigan	Central	12/26/2015	Standard Class	0.00%	$11.00	10.00%	$115.00
12/20/2015	CA-2016-108532	2	Chad Cunningham	Home Office	Samsung Rugby III	Technology	Samsung	Detroit	Michigan	Central	12/26/2015	Standard Class	0.00%	$36.00	27.00%	$132.00
12/20/2015	CA-2016-108588	2	Brooke Gillingham	Corporate	Wilson Jones data.warehouse D-Ring Binders with DublLock	Office Supplies	Wilson Jones	New York City	New York	East	12/25/2015	Standard Class	20.00%	$5.00	35.00%	$13.00
12/20/2015	CA-2016-108588	2	Brooke Gillingham	Corporate	#10- 4 1/8" x 9 1/2" Recycled Envelopes	Office Supplies	Other	New York City	New York	East	12/25/2015	Standard Class	0.00%	$8.00	47.00%	$17.00
12/20/2015	CA-2016-108588	3	Brooke Gillingham	Corporate	Newell 34	Office Supplies	Newell	New York City	New York	East	12/25/2015	Standard Class	0.00%	$15.00	26.00%	$60.00
12/20/2015	CA-2016-108665	2	Kalyca Meade	Corporate	G.E. Halogen Desk Lamp Bulbs	Furniture	G. E.	New York City	New York	East	12/29/2015	Standard Class	0.00%	$7.00	48.00%	$14.00
12/21/2015	CA-2016-108665	5	Kalyca Meade	Corporate	OtterBox Commuter Series Case - Samsung Galaxy S4	Technology	OtterBox	New York City	New York	East	12/29/2015	Standard Class	0.00%	$2.00	2.00%	$125.00
12/21/2015	CA-2016-108665	3	Kalyca Meade	Corporate	Howard Miller 11-1/2" Diameter Ridgewood Wall Clock	Furniture	Howard Miller	New York City	New York	East	12/29/2015	Standard Class	0.00%	$64.00	41.00%	$156.00
12/21/2015	CA-2016-108665	5	Kalyca Meade	Corporate	Iceberg Mobile Mega Data/Printer Cart	Office Supplies	Iceberg	New York City	New York	East	12/29/2015	Standard Class	0.00%	$156.00	26.00%	$602.00
12/21/2015	CA-2016-108672	6	Frank Atkinson	Corporate	Seth Thomas 13 1/2" Wall Clock	Furniture	Seth Thomas	Los Angeles	California	West	12/31/2015	Standard Class	0.00%	$33.00	31.00%	$107.00
12/22/2015	CA-2016-109001	3	Katherine Nockton	Corporate	Avery Round Ring Poly Binders	Office Supplies	Avery	Philadelphia	Pennsylvania	East	12/29/2015	Standard Class	70.00%	-$2.00	-70.00%	$3.00
12/22/2015	CA-2016-109001	1	Katherine Nockton	Corporate	Sony 16GB Class 10 Micro SDHC R40 Memory Card	Technology	Sony	Philadelphia	Pennsylvania	East	12/29/2015	Standard Class	20.00%	-$1.00	-13.00%	$10.00
12/22/2015	CA-2016-109001	7	Katherine Nockton	Corporate	Samsung Convoy 3	Technology	Samsung	Philadelphia	Pennsylvania	East	12/29/2015	Standard Class	40.00%	-$93.00	-20.00%	$466.00
12/22/2015	CA-2016-109113	2	Eileen Kiefer	Home Office	Maxell 4.7GB DVD+RW 3/Pack	Technology	Maxell	Chicago	Illinois	Central	1/1/2016	Standard Class	20.00%	$5.00	19.00%	$25.00
12/22/2015	CA-2016-109169	2	Olvera Toch	Consumer	Tyvek Side-Opening Peel & Seel Expanding Envelopes	Office Supplies	Tyvek	Detroit	Michigan	Central	12/27/2015	Standard Class	0.00%	$81.00	45.00%	$181.00
12/22/2015	CA-2016-109190	1	Craig Carroll	Consumer	Ibico Plastic Spiral Binding Combs	Office Supplies	Ibico	Lubbock	Texas	Central	12/30/2015	Standard Class	80.00%	-$10.00	-170.00%	$6.00
12/23/2015	CA-2016-109190	8	Craig Carroll	Consumer	TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack	Office Supplies	TOPS	Lubbock	Texas	Central	12/30/2015	Standard Class	20.00%	$20.00	34.00%	$61.00
12/23/2015	CA-2016-109190	3	Craig Carroll	Consumer	Canon PC-428 Personal Copier	Technology	Canon	Lubbock	Texas	Central	12/30/2015	Standard Class	20.00%	$162.00	34.00%	$480.00
12/23/2015	CA-2016-109197	2	Jas O'Carroll	Consumer	Ibico Hi-Tech Manual Binding System	Office Supplies	Ibico	Missoula	Montana	West	12/24/2015	Standard Class	20.00%	$152.00	31.00%	$488.00
12/23/2015	CA-2016-109337	6	Denise Leinenbach	Consumer	Crayola Anti Dust Chalk, 12/Pack	Office Supplies	Crayola	Lawrence	Indiana	Central	1/1/2016	Second Class	0.00%	$5.00	45.00%	$11.00
12/23/2015	CA-2016-109337	5	Denise Leinenbach	Consumer	Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk	Office Supplies	Hoover	Lawrence	Indiana	Central	1/1/2016	Second Class	0.00%	$5.00	26.00%	$20.00
12/23/2015	CA-2016-109337	2	Denise Leinenbach	Consumer	Ricoh - Ink Collector Unit for GX3000 Series Printers	Technology	Other	Lawrence	Indiana	Central	1/1/2016	Second Class	0.00%	$23.00	27.00%	$84.00
12/23/2015	CA-2016-109337	3	Denise Leinenbach	Consumer	Imation Bio 2GB USB Flash Drive Imation Corp	Technology	Imation	Lawrence	Indiana	Central	1/1/2016	Second Class	0.00%	$165.00	42.00%	$394.00
12/23/2015	CA-2016-109386	5	Rob Haberlin	Consumer	Newell 314	Office Supplies	Newell	Hampton	Virginia	South	12/30/2015	Second Class	0.00%	$7.00	25.00%	$28.00
12/23/2015	CA-2016-109386	3	Rob Haberlin	Consumer	Holmes Replacement Filter for HEPA Air Cleaner, Large Room	Office Supplies	Holmes	Hampton	Virginia	South	12/30/2015	Second Class	0.00%	$19.00	42.00%	$44.00
12/24/2015	CA-2016-109386	3	Rob Haberlin	Consumer	Deflect-o Glass Clear Studded Chair Mats	Furniture	Deflect-o	Hampton	Virginia	South	12/30/2015	Second Class	0.00%	$41.00	22.00%	$187.00
12/24/2015	CA-2016-109386	5	Rob Haberlin	Consumer	AT&T 17929 Lendline Telephone	Technology	AT&T	Hampton	Virginia	South	12/30/2015	Second Class	0.00%	$59.00	26.00%	$226.00
12/24/2015	CA-2016-109386	7	Rob Haberlin	Consumer	Hunt PowerHouse Electric Pencil Sharpener, Blue	Office Supplies	Hunt	Hampton	Virginia	South	12/30/2015	Second Class	0.00%	$80.00	30.00%	$266.00
12/24/2015	CA-2016-109470	4	Karen Carlisle	Corporate	GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack	Office Supplies	GBC	Henderson	Kentucky	South	12/29/2015	Second Class	0.00%	$28.00	46.00%	$61.00
12/24/2015	CA-2016-109470	5	Karen Carlisle	Corporate	Aluminum Screw Posts	Office Supplies	Other	Henderson	Kentucky	South	12/29/2015	Second Class	0.00%	$38.00	50.00%	$76.00
12/24/2015	CA-2016-109470	3	Karen Carlisle	Corporate	Tuf-Vin Binders	Office Supplies	Other	Henderson	Kentucky	South	12/29/2015	Second Class	0.00%	$45.00	47.00%	$95.00
12/24/2015	CA-2016-109470	12	Karen Carlisle	Corporate	Ibico Plastic Spiral Binding Combs	Office Supplies	Ibico	Henderson	Kentucky	South	12/29/2015	Second Class	0.00%	$168.00	46.00%	$365.00
12/24/2015	CA-2016-109512	3	Luke Foster	Consumer	Staple envelope	Office Supplies	Staple envelope	New York City	New York	East	12/24/2015	Same Day	0.00%	$15.00	50.00%	$29.00
12/24/2015	CA-2016-109512	7	Luke Foster	Consumer	Global Value Mid-Back Manager's Chair, Gray	Furniture	Global	New York City	New York	East	12/24/2015	Same Day	10.00%	$64.00	17.00%	$384.00
12/24/2015	CA-2016-109512	4	Luke Foster	Consumer	Fellowes Strictly Business Drawer File, Letter/Legal Size	Office Supplies	Fellowes	New York City	New York	East	12/24/2015	Same Day	0.00%	$68.00	12.00%	$563.00
12/24/2015	CA-2016-109575	2	Ken Heidel	Corporate	Acco Perma 3000 Stacking Storage Drawers	Office Supplies	Acco	Clinton	Maryland	East	12/25/2015	Standard Class	0.00%	$8.00	19.00%	$42.00
12/26/2015	CA-2016-109575	4	Ken Heidel	Corporate	Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8"	Office Supplies	Acco	Clinton	Maryland	East	12/26/2015	Standard Class	0.00%	$32.00	49.00%	$65.00
12/26/2015	CA-2016-109575	1	Ken Heidel	Corporate	Samsung Galaxy S4 Active	Technology	Samsung	Clinton	Maryland	East	12/26/2015	Standard Class	0.00%	$130.00	26.00%	$500.00
12/26/2015	CA-2016-109575	7	Ken Heidel	Corporate	Safco Industrial Wire Shelving System	Office Supplies	SAFCO	Clinton	Maryland	East	12/26/2015	Standard Class	0.00%	$0.00	0.00%	$637.00
12/26/2015	CA-2016-109575	7	Ken Heidel	Corporate	Polycom VVX 310 VoIP phone	Technology	Polycom	Clinton	Maryland	East	12/26/2015	Standard Class	0.00%	$328.00	26.00%	$1,260.00
12/26/2015	CA-2016-109603	8	Elizabeth Moffitt	Corporate	Xerox 1991	Office Supplies	Xerox	Moreno Valley	California	West	12/31/2015	Standard Class	0.00%	$84.00	46.00%	$183.00
12/26/2015	CA-2016-109638	3	Joseph Holt	Consumer	Acco D-Ring Binder w/DublLock	Office Supplies	Acco	Seattle	Washington	West	1/3/2016	Standard Class	20.00%	$19.00	36.00%	$51.00
12/26/2015	CA-2016-109638	4	Joseph Holt	Consumer	3M Office Air Cleaner	Office Supplies	3M	Seattle	Washington	West	1/3/2016	Standard Class	0.00%	$36.00	35.00%	$104.00
12/26/2015	CA-2016-109638	9	Joseph Holt	Consumer	Logitech G700s Rechargeable Gaming Mouse	Technology	Logitech	Seattle	Washington	West	1/3/2016	Standard Class	0.00%	$378.00	42.00%	$900.00
12/26/2015	CA-2016-109708	4	Craig Yedwab	Corporate	Wi-Ex zBoost YX540 Cellular Phone Signal Booster	Technology	Other	Columbia	Tennessee	South	12/27/2015	Second Class	20.00%	$58.00	13.00%	$467.00
12/26/2015	CA-2016-109736	7	Denny Joy	Corporate	Xerox 1894	Office Supplies	Xerox	San Francisco	California	West	1/2/2016	First Class	0.00%	$22.00	48.00%	$45.00
12/26/2015	CA-2016-109862	1	Heather Kirkland	Corporate	ClearOne Communications CHAT 70 OC Speaker Phone	Technology	ClearOne	Newark	Delaware	East	1/2/2016	Standard Class	0.00%	$41.00	26.00%	$159.00
12/26/2015	CA-2016-109862	5	Heather Kirkland	Corporate	Iceberg Nesting Folding Chair, 19w x 6d x 43h	Furniture	Iceberg	Newark	Delaware	East	1/2/2016	Standard Class	0.00%	$76.00	26.00%	$291.00
12/26/2015	CA-2016-109939	2	Allen Armold	Consumer	Newell 321	Office Supplies	Newell	Salem	Oregon	West	1/6/2016	Standard Class	20.00%	$1.00	11.00%	$5.00
12/26/2015	CA-2016-110016	4	Bill Tyler	Corporate	Easy-staple paper	Office Supplies	Easy-staple paper	Detroit	Michigan	Central	1/7/2016	Standard Class	0.00%	$9.00	47.00%	$20.00
12/26/2015	CA-2016-110016	9	Bill Tyler	Corporate	Global High-Back Leather Tilter, Burgundy	Furniture	Global	Detroit	Michigan	Central	1/7/2016	Standard Class	0.00%	$122.00	11.00%	$1,107.00
12/27/2015	CA-2016-110093	2	Alejandro Ballentine	Home Office	Message Book, Wirebound, Four 5 1/2" X 4" Forms/Pg., 200 Dupl. Sets/Book	Office Supplies	Message Book	Philadelphia	Pennsylvania	East	12/29/2015	Standard Class	20.00%	$6.00	34.00%	$16.00
12/27/2015	CA-2016-110093	2	Alejandro Ballentine	Home Office	Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack	Technology	Verbatim	Philadelphia	Pennsylvania	East	12/29/2015	Standard Class	20.00%	$11.00	29.00%	$37.00
12/27/2015	CA-2016-110247	3	Ritsa Hightower	Consumer	SpineVue Locking Slant-D Ring Binders by Cardinal	Office Supplies	Other	Tallahassee	Florida	South	1/3/2016	Standard Class	70.00%	-$6.00	-73.00%	$8.00
12/27/2015	CA-2016-110289	5	Nona Balk	Corporate	Xerox 1898	Office Supplies	Xerox	San Francisco	California	West	12/29/2015	Standard Class	0.00%	$16.00	48.00%	$33.00
12/27/2015	CA-2016-110289	4	Nona Balk	Corporate	Strathmore #10 Envelopes, Ultimate White	Office Supplies	Strathmore	San Francisco	California	West	12/29/2015	Standard Class	0.00%	$103.00	49.00%	$211.00
12/27/2015	CA-2016-110324	2	Matt Abelman	Home Office	Newell 307	Office Supplies	Newell	Jackson	Michigan	Central	12/31/2015	Standard Class	0.00%	$1.00	28.00%	$4.00
12/27/2015	CA-2016-110324	2	Matt Abelman	Home Office	Wirebound Message Books, Four 2 3/4" x 5" Forms per Page, 600 Sets per Book	Office Supplies	Wirebound	Jackson	Michigan	Central	12/31/2015	Standard Class	0.00%	$9.00	47.00%	$19.00
12/27/2015	CA-2016-110324	3	Matt Abelman	Home Office	Xerox 207	Office Supplies	Xerox	Jackson	Michigan	Central	12/31/2015	Standard Class	0.00%	$9.00	48.00%	$19.00
12/27/2015	CA-2016-110345	2	Toby Gnade	Consumer	Avery 514	Office Supplies	Avery	Raleigh	North Carolina	South	12/31/2015	Second Class	20.00%	$2.00	36.00%	$5.00
12/27/2015	CA-2016-110457	3	Dave Kipp	Consumer	Hon Racetrack Conference Tables	Furniture	Hon	Seattle	Washington	West	1/8/2016	Standard Class	0.00%	$165.00	21.00%	$788.00
12/27/2015	CA-2016-110548	7	Anna Häberlin	Corporate	ShoreTel ShorePhone IP 230 VoIP phone	Technology	Other	Houston	Texas	Central	1/4/2016	Standard Class	20.00%	$118.00	13.00%	$946.00
12/27/2015	CA-2016-110632	1	Harold Ryan	Corporate	KeyTronic KT800P2 - Keyboard - Black	Technology	KeyTronic	New York City	New York	East	1/6/2016	Second Class	0.00%	$3.00	18.00%	$15.00
12/27/2015	CA-2016-110632	2	Harold Ryan	Corporate	Tenex Personal Self-Stacking Standard File Box, Black/Gray	Office Supplies	Tenex	New York City	New York	East	1/6/2016	Second Class	0.00%	$9.00	27.00%	$34.00
12/27/2015	CA-2016-110667	4	Nicole Fjeld	Home Office	Avery Round Ring Poly Binders	Office Supplies	Avery	New York City	New York	East	12/28/2015	Standard Class	20.00%	$3.00	36.00%	$9.00
12/27/2015	CA-2016-110667	2	Nicole Fjeld	Home Office	DIXON Ticonderoga Erasable Checking Pencils	Office Supplies	Dixon	New York City	New York	East	12/28/2015	Standard Class	0.00%	$4.00	39.00%	$11.00
12/27/2015	CA-2016-110667	3	Nicole Fjeld	Home Office	GBC Prestige Therm-A-Bind Covers	Office Supplies	GBC	New York City	New York	East	12/28/2015	Standard Class	20.00%	$28.00	34.00%	$82.00
12/28/2015	CA-2016-110667	2	Nicole Fjeld	Home Office	Eldon Advantage Foldable Chair Mats for Low Pile Carpets	Furniture	Eldon	New York City	New York	East	12/28/2015	Standard Class	0.00%	$23.00	21.00%	$108.00
12/28/2015	CA-2016-110744	7	Helen Andreada	Consumer	Safco Industrial Wire Shelving	Office Supplies	SAFCO	Pasadena	California	West	1/1/2016	Standard Class	0.00%	$20.00	3.00%	$672.00
12/28/2015	CA-2016-110765	3	Michael Paige	Corporate	Mitel MiVoice 5330e IP Phone	Technology	Mitel	New York City	New York	East	12/30/2015	Second Class	0.00%	$214.00	26.00%	$825.00
12/28/2015	CA-2016-110814	2	Brian Derr	Consumer	Xerox 188	Office Supplies	Xerox	New York City	New York	East	1/4/2016	Second Class	0.00%	$11.00	49.00%	$23.00
12/28/2015	CA-2016-110814	3	Brian Derr	Consumer	Global Armless Task Chair, Royal Blue	Furniture	Global	New York City	New York	East	1/4/2016	Second Class	10.00%	$13.00	8.00%	$165.00
12/28/2015	CA-2016-110814	5	Brian Derr	Consumer	Avery Arch Ring Binders	Office Supplies	Avery	New York City	New York	East	1/4/2016	Second Class	20.00%	$78.00	34.00%	$232.00
12/29/2015	CA-2016-110863	3	Anna Andreadi	Consumer	Easy-staple paper	Office Supplies	Easy-staple paper	Oklahoma City	Oklahoma	Central	12/31/2015	Standard Class	0.00%	$50.00	47.00%	$106.00
12/29/2015	CA-2016-110863	4	Anna Andreadi	Consumer	Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand	Office Supplies	Tennsco	Oklahoma City	Oklahoma	Central	12/31/2015	Standard Class	0.00%	$5.00	1.00%	$541.00
12/29/2015	CA-2016-110863	5	Anna Andreadi	Consumer	Hon Olson Stacker Chairs	Furniture	Hon	Oklahoma City	Oklahoma	Central	12/31/2015	Standard Class	0.00%	$384.00	29.00%	$1,324.00
12/29/2015	CA-2016-110870	7	Karen Daniels	Consumer	Staple remover	Office Supplies	Staple remover	Los Angeles	California	West	1/7/2016	First Class	0.00%	$1.00	2.00%	$26.00
12/29/2015	CA-2016-110870	6	Karen Daniels	Consumer	Logitech Wireless Marathon Mouse M705	Technology	Logitech	Los Angeles	California	West	1/7/2016	First Class	0.00%	$129.00	43.00%	$300.00
12/29/2015	CA-2016-110877	7	Joe Elijah	Consumer	Xerox 212	Office Supplies	Xerox	Houston	Texas	Central	1/3/2016	First Class	20.00%	$13.00	35.00%	$36.00
12/29/2015	CA-2016-110877	2	Joe Elijah	Consumer	Jabra SPEAK 410	Technology	Jabra	Houston	Texas	Central	1/3/2016	First Class	20.00%	$15.00	10.00%	$150.00
12/29/2015	CA-2016-110891	4	Phillina Ober	Home Office	Global High-Back Leather Tilter, Burgundy	Furniture	Global	Philadelphia	Pennsylvania	East	12/30/2015	Standard Class	30.00%	-$93.00	-27.00%	$344.00
12/29/2015	CA-2016-110947	3	Anthony Garverick	Home Office	Vinyl Sectional Post Binders	Office Supplies	Other	Hampton	Virginia	South	1/2/2016	Standard Class	0.00%	$57.00	50.00%	$113.00
12/29/2015	CA-2016-111017	3	Steve Chapman	Corporate	Acme 10" Easy Grip Assistive Scissors	Office Supplies	Acme	Saint Louis	Missouri	Central	1/1/2016	Standard Class	0.00%	$16.00	30.00%	$53.00
12/29/2015	CA-2016-111038	9	Lindsay Castell	Home Office	GuestStacker Chair with Chrome Finish Legs	Furniture	Other	San Diego	California	West	1/10/2016	Standard Class	20.00%	$268.00	10.00%	$2,677.00
12/29/2015	CA-2016-111073	1	Mick Crebagga	Consumer	KI Adjustable-Height Table	Furniture	KI	Medina	Ohio	East	12/31/2015	Standard Class	40.00%	-$15.00	-30.00%	$52.00
12/29/2015	CA-2016-111094	2	Claudia Bergmann	Corporate	Tops Wirebound Message Log Books	Office Supplies	TOPS	Franklin	Massachusetts	East	1/2/2016	Standard Class	0.00%	$3.00	46.00%	$7.00
12/29/2015	CA-2016-111094	3	Claudia Bergmann	Corporate	Wilson Jones Ledger-Size, Piano-Hinge Binder, 2", Blue	Office Supplies	Wilson Jones	Franklin	Massachusetts	East	1/2/2016	Standard Class	0.00%	$59.00	48.00%	$123.00
12/29/2015	CA-2016-111164	1	Sanjit Engle	Consumer	OtterBox Commuter Series Case - iPhone 5 & 5s	Technology	OtterBox	New York City	New York	East	1/7/2016	Standard Class	0.00%	$11.00	48.00%	$22.00
12/29/2015	CA-2016-111164	3	Sanjit Engle	Consumer	Maxell 4.7GB DVD-R	Technology	Maxell	New York City	New York	East	1/7/2016	Standard Class	0.00%	$35.00	41.00%	$85.00
12/30/2015	CA-2016-111164	5	Sanjit Engle	Consumer	Kensington 4 Outlet MasterPiece Compact Power Control Center	Office Supplies	Kensington	New York City	New York	East	1/7/2016	Standard Class	0.00%	$114.00	28.00%	$407.00
12/30/2015	CA-2016-111199	3	Joe Kamberova	Consumer	Xerox 1910	Office Supplies	Xerox	Jacksonville	North Carolina	South	12/31/2015	Standard Class	20.00%	$40.00	35.00%	$115.00
12/30/2015	CA-2016-111206	4	Roland Fjeld	Consumer	Logitech G35 7.1-Channel Surround Sound Headset	Technology	Logitech	San Diego	California	West	1/5/2016	Standard Class	0.00%	$177.00	34.00%	$520.00
12/30/2015	CA-2016-111234	3	Ann Blume	Corporate	Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set	Office Supplies	Smead	Los Angeles	California	West	1/10/2016	Standard Class	0.00%	$4.00	48.00%	$9.00
12/30/2015	CA-2016-111297	9	Shaun Chance	Corporate	Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders	Office Supplies	Wilson Jones	New Bedford	Massachusetts	East	1/11/2016	Standard Class	0.00%	$23.00	45.00%	$52.00
12/30/2015	CA-2016-111325	3	Bill Tyler	Corporate	Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue	Office Supplies	Pressboard	Altoona	Pennsylvania	East	1/1/2016	First Class	70.00%	-$3.00	-77.00%	$4.00
12/30/2015	CA-2016-111325	6	Bill Tyler	Corporate	Eldon Spacemaker Box, Quick-Snap Lid, Clear	Office Supplies	Eldon	Altoona	Pennsylvania	East	1/1/2016	First Class	20.00%	$2.00	14.00%	$16.00
12/30/2015	CA-2016-111339	5	Victoria Pisteka	Corporate	Ideal Clamps	Office Supplies	Other	Columbus	Ohio	East	1/2/2016	First Class	20.00%	$3.00	36.00%	$8.00
12/30/2015	CA-2016-111339	4	Victoria Pisteka	Corporate	Tensor "Hersey Kiss" Styled Floor Lamp	Furniture	Tensor	Columbus	Ohio	East	1/2/2016	First Class	20.00%	-$4.00	-10.00%	$42.00
12/30/2015	CA-2016-111339	3	Victoria Pisteka	Corporate	Novimex Swivel Fabric Task Chair	Furniture	Novimex	Columbus	Ohio	East	1/2/2016	First Class	30.00%	-$86.00	-27.00%	$317.00
12/30/2015	CA-2016-111395	2	Victoria Brennan	Corporate	GBC Recycled Regency Composition Covers	Office Supplies	GBC	San Antonio	Texas	Central	1/1/2016	Standard Class	80.00%	-$41.00	-170.00%	$24.00
12/30/2015	CA-2016-111395	2	Victoria Brennan	Corporate	Tenex Personal Self-Stacking Standard File Box, Black/Gray	Office Supplies	Tenex	San Antonio	Texas	Central	1/1/2016	Standard Class	20.00%	$2.00	9.00%	$27.00
12/30/2015	CA-2016-111395	4	Victoria Brennan	Corporate	Xerox 1915	Office Supplies	Xerox	San Antonio	Texas	Central	1/1/2016	Standard Class	20.00%	$117.00	35.00%	$336.00
12/31/2015	CA-2016-111458	2	Philip Fox	Consumer	Dell Slim USB Multimedia Keyboard	Technology	Other	New York City	New York	East	1/3/2016	Standard Class	0.00%	$12.00	24.00%	$50.00
12/31/2015	CA-2016-111507	3	Victoria Wilson	Corporate	Newell 310	Office Supplies	Newell	Bellevue	Washington	West	1/11/2016	Standard Class	0.00%	$2.00	29.00%	$5.00
12/31/2015	CA-2016-111514	1	Scott Cohen	Corporate	Memorex Micro Travel Drive 32 GB	Technology	Memorex	San Francisco	California	West	1/10/2016	First Class	0.00%	$16.00	43.00%	$37.00
12/31/2015	CA-2016-111514	5	Scott Cohen	Corporate	GBC Prestige Therm-A-Bind Covers	Office Supplies	GBC	San Francisco	California	West	1/10/2016	First Class	20.00%	$46.00	34.00%	$137.00
12/31/2015	CA-2016-111514	3	Scott Cohen	Corporate	Lexmark S315 Color Inkjet Printer	Technology	Lexmark	San Francisco	California	West	1/10/2016	First Class	20.00%	$81.00	34.00%	$240.00
